,is_not_hispanic,derived_race,is_male,action_taken,preapproval_requested,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age,log_loan_to_value_ratio,mid_debt_to_income_ratio,debt
6510,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,225000.0,80.47,2,2,163.0,36%-<50%,55-64,6.330379127580632,0.38,61.94
6511,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,55000.0,56.92,2,2,124.0,36%-<50%,55-64,5.830863756751758,0.38,47.12
6512,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Other Purpose,25000.0,1.42,2,2,225.0,<20%,>74,0.5058909297299573,0.15,33.75
6513,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,115000.0,83.29,2,2,430.0,<20%,35-44,6.380071387399655,0.15,64.5
6514,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,305000.0,46.72,2,2,600.0,30%-<36%,55-64,5.545968369105292,0.33,198.0
6515,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Improvement,125000.0,57.69,2,2,141.0,36%-<50%,35-44,5.850249358286328,0.38,53.58
6516,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,45000.0,79.15,2,2,73.0,>60%,35-44,6.306517445249819,0.65,47.45
6517,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,305000.0,46.72,2,2,600.0,30%-<36%,55-64,5.545968369105292,0.33,198.0
6518,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,105000.0,24.62,2,2,264.0,<20%,55-64,4.621758856709732,0.15,39.6
6519,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,25000.0,37.57,2,2,45.0,36%-<50%,65-74,5.2315092108670465,0.38,17.1
6520,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,FHA-insured,Refinancing,695000.0,77.714,2,2,188.0,36%-<50%,65-74,6.2801026151571,0.38,71.44
6521,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,VA-guaranteed,Home Purchase,375000.0,80.0,2,2,126.0,30%-<36%,35-44,6.321928094887363,0.33,41.580000000000005
6522,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,625000.0,86.853,2,2,130.0,30%-<36%,25-34,6.440503776987951,0.33,42.9
6523,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,295000.0,72.5,2,2,85.0,20%-<30%,35-44,6.1799090900149345,0.25,21.25
6524,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,455000.0,75.0,2,2,100.0,30%-<36%,25-34,6.22881869049588,0.33,33.0
6525,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,605000.0,75.0,2,2,210.0,20%-<30%,35-44,6.22881869049588,0.25,52.5
6526,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,445000.0,47.701,2,2,179.0,30%-<36%,35-44,5.575947605980173,0.33,59.07
6527,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,275000.0,43.651,2,2,165.0,<20%,45-54,5.447942799796269,0.15,24.75
6528,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,365000.0,75.789,2,2,97.0,36%-<50%,45-54,6.2439165660139055,0.38,36.86
6529,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,445000.0,54.756,2,2,332.0,36%-<50%,55-64,5.774945154504722,0.38,126.16
6530,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,255000.0,88.483,2,2,63.0,36%-<50%,25-34,6.467328395601826,0.38,23.94
6531,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,45000.0,45.906,1,2,153.0,20%-<30%,35-44,5.520610823788578,0.25,38.25
6532,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,455000.0,69.923,2,2,83.0,36%-<50%,25-34,6.127695178928884,0.38,31.54
6533,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,365000.0,92.119,2,2,112.0,36%-<50%,35-44,6.525426844892725,0.38,42.56
6534,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,455000.0,70.646,2,2,131.0,36%-<50%,25-34,6.1425359718863195,0.38,49.78
6535,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,405000.0,95.0,2,2,134.0,30%-<36%,35-44,6.569855608330948,0.33,44.22
6536,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,555000.0,74.129,2,2,125.0,30%-<36%,35-44,6.211966144454471,0.33,41.25
6537,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,385000.0,29.615,2,2,158.0,36%-<50%,45-54,4.888256181020274,0.38,60.04
6538,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,555000.0,66.265,2,2,284.0,30%-<36%,45-54,6.050175160410917,0.33,93.72
6539,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Purchase,615000.0,94.868,2,2,190.0,20%-<30%,25-34,6.567849627585604,0.25,47.5
6540,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,405000.0,66.667,2,2,110.0,36%-<50%,45-54,6.058900902510739,0.38,41.8
6541,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,725000.0,66.255,2,2,172.0,30%-<36%,35-44,6.049957427986585,0.33,56.760000000000005
6542,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,FHA-insured,Refinancing,125000.0,31.74,2,2,60.0,30%-<36%,45-54,4.988230223060457,0.33,19.8
6543,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,165000.0,75.0,2,2,41.0,36%-<50%,65-74,6.22881869049588,0.38,15.58
6544,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,255000.0,57.333,2,2,102.0,36%-<50%,65-74,5.841293866194693,0.38,38.76
6545,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,245000.0,59.0,2,2,94.0,<20%,35-44,5.882643049361842,0.15,14.1
6546,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,905000.0,58.812,2,2,96.0,>60%,>74,5.878038647468825,0.65,62.400000000000006
6547,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,265000.0,57.778,2,2,102.0,36%-<50%,65-74,5.852448360402551,0.38,38.76
6548,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,485000.0,99.588,2,2,92.0,50%-60%,35-44,6.637900008029248,0.55,50.6
6549,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,265000.0,62.207,2,2,92.0,>60%,35-44,5.959005027286081,0.65,59.800000000000004
6550,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,385000.0,80.0,2,2,118.0,36%-<50%,35-44,6.321928094887363,0.38,44.84
6551,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,165000.0,75.0,2,2,41.0,>60%,65-74,6.22881869049588,0.65,26.650000000000002
6552,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,265000.0,89.311,2,2,58.0,50%-60%,55-64,6.480765970884659,0.55,31.900000000000002
6553,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,485000.0,64.667,2,2,61.0,>60%,65-74,6.0149577780191805,0.65,39.65
6554,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,415000.0,62.297,2,2,125.0,30%-<36%,55-64,5.961090784792602,0.33,41.25
6555,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,385000.0,38.8,2,2,150.0,36%-<50%,55-64,5.277984747299765,0.38,57.0
6556,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,475000.0,48.085,2,2,144.0,20%-<30%,45-54,5.587515013818194,0.25,36.0
6557,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,225000.0,68.712,2,2,58.0,36%-<50%,65-74,6.102490171058422,0.38,22.04
6558,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,845000.0,80.0,2,2,165.0,36%-<50%,25-34,6.321928094887363,0.38,62.7
6559,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,VA-guaranteed,Refinancing,905000.0,97.548,2,2,153.0,36%-<50%,35-44,6.608040388842517,0.38,58.14
6560,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,415000.0,53.935,2,2,61.0,36%-<50%,>74,5.7531498787976645,0.38,23.18
6561,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,315000.0,69.803,2,2,120.0,36%-<50%,55-64,6.125217136939982,0.38,45.6
6562,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,FHA-insured,Refinancing,545000.0,99.46,2,2,224.0,50%-60%,35-44,6.636044526028037,0.55,123.20000000000002
6563,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,405000.0,68.601,2,2,116.0,20%-<30%,65-74,6.1001577016721225,0.25,29.0
6564,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,FHA-insured,Refinancing,225000.0,81.4,2,2,48.0,50%-60%,65-74,6.346956889378885,0.55,26.400000000000002
6565,Not Hispanic or Latino,Asian,Female,0,No Preapproval Requested,Converntional,Refinancing,105000.0,11.133,2,2,27.0,36%-<50%,>74,3.476770501756595,0.38,10.26
6566,Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,155000.0,69.777,2,2,52.0,30%-<36%,35-44,6.1246796663640115,0.33,17.16
6567,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,76.881,2,2,88.0,36%-<50%,35-44,6.2645551964212185,0.38,33.44
6568,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,485000.0,63.647,2,2,88.0,36%-<50%,35-44,5.992020609216302,0.38,33.44
6569,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,105000.0,38.462,2,2,38.0,50%-60%,45-54,5.265361878757613,0.55,20.900000000000002
6570,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,285000.0,80.0,2,2,103.0,36%-<50%,25-34,6.321928094887363,0.38,39.14
6571,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,665000.0,56.897,2,2,212.0,30%-<36%,45-54,5.83028068064903,0.33,69.96000000000001
6572,Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,215000.0,63.194,2,2,198.0,20%-<30%,25-34,5.981715682068767,0.25,49.5
6573,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,485000.0,56.047,2,2,106.0,50%-60%,45-54,5.808565247562057,0.55,58.300000000000004
6574,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,425000.0,75.0,2,2,166.0,36%-<50%,55-64,6.22881869049588,0.38,63.08
6575,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Other Purpose,315000.0,85.03,2,2,87.0,36%-<50%,<25,6.40990003278742,0.38,33.06
6576,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Other Purpose,2895000.0,85.0,2,2,1180.0,20%-<30%,45-54,6.409390936137702,0.25,295.0
6577,Not Hispanic or Latino,Asian,Male,0,No Preapproval Requested,Converntional,Refinancing,545000.0,57.143,2,2,160.0,>60%,35-44,5.836504874450214,0.65,104.0
6578,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,1445000.0,73.846,1,2,309.0,36%-<50%,25-34,6.206447871849627,0.38,117.42
6579,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Other Purpose,3505000.0,51.486,1,2,1069.0,36%-<50%,35-44,5.686108284923166,0.38,406.22
6580,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,65000.0,72.669,2,2,106.0,30%-<36%,45-54,6.183268148382155,0.33,34.980000000000004
6581,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,25000.0,46.768,2,2,109.0,30%-<36%,35-44,5.547449829143965,0.33,35.97
6582,Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,255000.0,16.323,2,2,226.0,<20%,65-74,4.0288343291189195,0.15,33.9
6583,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Refinancing,155000.0,40.541,2,2,164.0,36%-<50%,45-54,5.341309770205438,0.38,62.32
6584,Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Refinancing,255000.0,30.488,2,2,106.0,20%-<30%,55-64,4.930169608150081,0.25,26.5
6585,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,55000.0,56.304,2,2,83.0,50%-60%,55-64,5.815165514087577,0.55,45.650000000000006
6586,Not Hispanic or Latino,White,Female,1,Preapproval Requested,Converntional,Home Purchase,395000.0,94.915,2,2,110.0,30%-<36%,25-34,6.568564198103595,0.33,36.300000000000004
6587,Hispanic or Latino,White,Male,1,Preapproval Requested,Converntional,Home Purchase,235000.0,31.8,2,2,120.0,20%-<30%,35-44,4.990954860396993,0.25,30.0
6588,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,395000.0,71.818,2,2,152.0,36%-<50%,55-64,6.166273572030036,0.38,57.76
6589,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,155000.0,17.647,2,2,96.0,36%-<50%,55-64,4.141351040254056,0.38,36.480000000000004
6590,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,375000.0,77.8,2,2,208.0,20%-<30%,45-54,6.281698250098829,0.25,52.0
6591,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,215000.0,50.0,2,2,115.0,20%-<30%,55-64,5.643856189774724,0.25,28.75
6592,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,85000.0,24.286,2,2,30.0,20%-<30%,>74,4.602052986863092,0.25,7.5
6593,Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,325000.0,46.857,2,2,61.0,36%-<50%,55-64,5.550192684093284,0.38,23.18
6594,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Improvement,55000.0,79.992,2,2,140.0,50%-60%,55-64,6.321783818169317,0.55,77.0
6595,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,665000.0,39.759,2,2,1049.0,<20%,45-54,5.313209566244711,0.15,157.35
6596,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,155000.0,30.0,2,2,49.0,36%-<50%,>74,4.906890595608519,0.38,18.62
6597,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,355000.0,84.87,2,2,105.0,36%-<50%,35-44,6.407182772342685,0.38,39.9
6598,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,285000.0,31.508,2,2,44.0,36%-<50%,35-44,4.977646275721511,0.38,16.72
6599,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,325000.0,97.0,2,2,184.0,36%-<50%,35-44,6.599912842187128,0.38,69.92
6600,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,395000.0,85.0,2,2,116.0,30%-<36%,25-34,6.409390936137702,0.33,38.28
6601,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,455000.0,80.0,2,2,167.0,20%-<30%,35-44,6.321928094887363,0.25,41.75
6602,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,265000.0,90.0,2,2,96.0,36%-<50%,55-64,6.491853096329675,0.38,36.480000000000004
6603,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,335000.0,68.496,2,2,80.0,36%-<50%,45-54,6.097947835534833,0.38,30.4
6604,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,465000.0,70.0,2,2,143.0,36%-<50%,25-34,6.129283016944966,0.38,54.34
6605,Hispanic or Latino,White,Male,1,No Preapproval Requested,FHA-insured,Home Purchase,295000.0,96.5,2,2,152.0,30%-<36%,25-34,6.592457037268081,0.33,50.160000000000004
6606,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,205000.0,75.0,2,2,78.0,20%-<30%,45-54,6.22881869049588,0.25,19.5
6607,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,725000.0,75.0,2,2,180.0,20%-<30%,45-54,6.22881869049588,0.25,45.0
6608,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,435000.0,77.5,2,2,107.0,30%-<36%,35-44,6.2761244052742375,0.33,35.31
6609,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,405000.0,42.632,2,2,144.0,20%-<30%,55-64,5.413864833097947,0.25,36.0
6610,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,FHA-insured,Home Purchase,725000.0,96.5,2,2,220.0,36%-<50%,25-34,6.592457037268081,0.38,83.6
6611,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,445000.0,97.0,2,2,201.0,20%-<30%,25-34,6.599912842187128,0.25,50.25
6612,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,385000.0,51.6,2,2,160.0,<20%,55-64,5.689299160535892,0.15,24.0
6613,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,635000.0,76.024,2,2,234.0,30%-<36%,25-34,6.248383029431443,0.33,77.22
6614,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,375000.0,37.5,2,2,75.0,36%-<50%,65-74,5.22881869049588,0.38,28.5
6615,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,345000.0,94.247,2,2,86.0,36%-<50%,35-44,6.558374791210244,0.38,32.68
6616,Not Hispanic or Latino,Minority Races,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,74.515,2,2,220.0,36%-<50%,25-34,6.219458966735173,0.38,83.6
6617,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,595000.0,61.458,2,2,137.0,36%-<50%,55-64,5.941528913607527,0.38,52.06
6618,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,555000.0,75.0,2,2,198.0,20%-<30%,35-44,6.22881869049588,0.25,49.5
6619,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,325000.0,59.091,2,2,108.0,30%-<36%,45-54,5.884866508807645,0.33,35.64
6620,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Purchase,725000.0,80.0,2,2,727.0,30%-<36%,35-44,6.321928094887363,0.33,239.91000000000003
6621,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,475000.0,85.0,2,2,99.0,30%-<36%,25-34,6.409390936137702,0.33,32.67
