,derived_ethnicity,derived_race,derived_sex,action_taken,preapproval,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age
8735,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,675000.0,89.99,2,2,155.0,45,35-44
8736,Not Hispanic or Latino,White,Male,1,2,1,1,585000.0,75.0,2,2,86.0,45,35-44
8737,Hispanic or Latino,White,Male,1,2,1,1,385000.0,95.0,2,2,83.0,40,25-34
8738,Not Hispanic or Latino,White,Female,1,2,1,1,475000.0,80.0,2,2,110.0,30%-<36%,25-34
8739,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,575000.0,88.198,2,2,178.0,20%-<30%,35-44
8740,Not Hispanic or Latino,White,Female,1,2,1,1,635000.0,90.0,2,2,145.0,30%-<36%,35-44
8741,Not Hispanic or Latino,White,Female,1,2,1,1,485000.0,75.0,2,2,81.0,40,55-64
8742,Not Hispanic or Latino,White,Male,1,2,1,1,645000.0,90.0,2,2,298.0,30%-<36%,45-54
8743,Not Hispanic or Latino,White,Male,1,2,1,31,165000.0,48.382,2,2,77.0,20%-<30%,35-44
8744,Not Hispanic or Latino,Race Not Available,Male,1,2,1,31,225000.0,33.982,2,2,262.0,30%-<36%,55-64
8745,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,395000.0,66.216,2,2,85.0,42,25-34
8746,Not Hispanic or Latino,White,Female,1,2,1,1,275000.0,63.977,2,2,71.0,30%-<36%,25-34
8747,Not Hispanic or Latino,Asian,Male,1,2,3,31,685000.0,,2,2,,,25-34
8748,Hispanic or Latino,White,Male,1,2,1,1,345000.0,75.0,2,2,143.0,20%-<30%,25-34
8749,Hispanic or Latino,White,Male,1,2,1,1,305000.0,90.0,2,2,106.0,20%-<30%,25-34
8750,Not Hispanic or Latino,Race Not Available,Male,1,2,1,1,305000.0,80.05,2,2,60.0,48,25-34
8751,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,245000.0,95.0,2,2,80.0,40,35-44
8752,Ethnicity Not Available,White,Male,1,2,1,1,425000.0,51.22,2,2,240.0,20%-<30%,65-74
8753,Not Hispanic or Latino,White,Female,1,2,1,1,555000.0,56.345,2,2,121.0,41,45-54
8754,Not Hispanic or Latino,White,Female,1,2,1,1,435000.0,95.0,2,2,97.0,40,25-34
8755,Not Hispanic or Latino,Race Not Available,Male,1,2,1,1,435000.0,95.0,2,2,81.0,41,25-34
8756,Ethnicity Not Available,Race Not Available,Male,1,2,3,31,705000.0,,2,2,,,25-34
8757,Not Hispanic or Latino,White,Male,1,2,1,1,725000.0,77.29,2,2,188.0,30%-<36%,35-44
8758,Ethnicity Not Available,White,Female,1,2,1,31,355000.0,74.737,2,2,82.0,30%-<36%,25-34
8759,Not Hispanic or Latino,White,Female,1,2,1,1,255000.0,80.05,2,2,103.0,20%-<30%,25-34
8760,Not Hispanic or Latino,White,Male,1,2,1,1,545000.0,75.0,2,2,186.0,20%-<30%,25-34
8761,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,655000.0,29.545,2,2,301.0,<20%,35-44
8762,Not Hispanic or Latino,White,Male,1,2,1,1,405000.0,80.0,2,2,83.0,30%-<36%,35-44
8763,Not Hispanic or Latino,White,Male,1,2,3,1,655000.0,95.0,2,2,103.0,44,35-44
8764,Not Hispanic or Latino,White,Female,1,2,1,1,295000.0,75.0,2,2,90.0,20%-<30%,25-34
8765,Not Hispanic or Latino,White,Female,1,2,1,31,445000.0,74.167,2,2,117.0,20%-<30%,55-64
8766,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,85000.0,75.0,2,2,122.0,30%-<36%,55-64
8767,Not Hispanic or Latino,Asian,Female,1,2,1,1,225000.0,80.05,2,2,42.0,44,25-34
8768,Not Hispanic or Latino,White,Male,1,2,3,1,455000.0,100.0,2,2,103.0,48,25-34
8769,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,625000.0,85.0,2,2,120.0,43,25-34
8770,Not Hispanic or Latino,White,Female,1,2,1,31,505000.0,90.0,2,2,125.0,36,35-44
8771,Ethnicity Not Available,Black or African American,Female,1,2,1,1,345000.0,80.05,2,2,98.0,20%-<30%,45-54
8772,Not Hispanic or Latino,White,Male,1,2,1,1,295000.0,75.0,2,2,268.0,20%-<30%,35-44
8773,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,975000.0,75.0,2,2,167.0,46,45-54
8774,Not Hispanic or Latino,White,Female,1,2,1,31,345000.0,69.592,2,2,91.0,50%-60%,55-64
8775,Not Hispanic or Latino,Asian,Female,1,2,1,1,465000.0,75.0,2,2,200.0,20%-<30%,35-44
8776,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,85000.0,75.0,2,2,129.0,30%-<36%,55-64
8777,Not Hispanic or Latino,White,Female,1,2,1,1,435000.0,90.0,2,2,94.0,40,35-44
8778,Not Hispanic or Latino,Race Not Available,Female,1,2,1,31,185000.0,85.0,2,2,63.0,20%-<30%,<25
8779,Ethnicity Not Available,Black or African American,Male,1,2,1,31,555000.0,74.983,2,2,88.0,41,45-54
8780,Hispanic or Latino,Race Not Available,Male,1,2,3,1,705000.0,95.0,2,2,119.0,42,25-34
8781,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,505000.0,85.0,2,2,127.0,40,45-54
8782,Ethnicity Not Available,Race Not Available,Female,1,2,1,31,335000.0,77.209,2,2,125.0,20%-<30%,25-34
8783,Not Hispanic or Latino,White,Female,1,2,1,1,505000.0,56.818,2,2,79.0,47,35-44
8784,Not Hispanic or Latino,White,Male,1,2,1,1,445000.0,85.0,2,2,126.0,36,35-44
8785,Not Hispanic or Latino,White,Female,1,2,1,1,315000.0,80.0,2,2,125.0,20%-<30%,45-54
8786,Not Hispanic or Latino,White,Male,1,2,3,1,395000.0,100.0,2,2,75.0,50%-60%,25-34
8787,Not Hispanic or Latino,White,Female,1,2,1,1,485000.0,84.728,2,2,127.0,20%-<30%,35-44
8788,Not Hispanic or Latino,White,Male,1,2,1,1,395000.0,75.0,2,2,182.0,37,25-34
8789,Not Hispanic or Latino,White,Female,1,2,1,1,385000.0,90.0,2,2,80.0,41,25-34
8790,Ethnicity Not Available,Race Not Available,Male,1,2,3,31,975000.0,,2,2,,,45-54
8791,Not Hispanic or Latino,White,Male,1,2,1,31,485000.0,86.554,2,2,262.0,20%-<30%,25-34
8792,Ethnicity Not Available,Race Not Available,Female,1,2,3,1,665000.0,100.0,2,2,120.0,50%-60%,45-54
8793,Not Hispanic or Latino,White,Female,1,2,1,1,365000.0,75.0,2,2,121.0,20%-<30%,25-34
8794,Not Hispanic or Latino,Race Not Available,Female,1,2,1,1,375000.0,90.0,2,2,86.0,36,25-34
8795,Not Hispanic or Latino,Asian,Female,1,2,1,1,275000.0,90.0,2,2,128.0,20%-<30%,25-34
8796,Not Hispanic or Latino,White,Female,1,2,1,1,325000.0,80.0,2,2,146.0,30%-<36%,25-34
8797,Not Hispanic or Latino,Asian,Female,1,2,1,31,725000.0,87.387,2,2,152.0,30%-<36%,25-34
8798,Not Hispanic or Latino,White,Female,1,2,1,1,435000.0,95.0,2,2,156.0,20%-<30%,45-54
8799,Not Hispanic or Latino,White,Female,1,2,1,31,185000.0,64.314,2,2,85.0,42,45-54
8800,Not Hispanic or Latino,White,Female,1,2,1,1,515000.0,80.0,2,2,106.0,30%-<36%,25-34
8801,Ethnicity Not Available,White,Female,1,2,1,1,445000.0,90.0,2,2,145.0,30%-<36%,25-34
8802,Not Hispanic or Latino,White,Male,1,2,1,31,675000.0,70.749,2,2,140.0,37,35-44
8803,Not Hispanic or Latino,Race Not Available,Female,1,2,1,1,125000.0,57.416,2,2,105.0,20%-<30%,45-54
8804,Not Hispanic or Latino,White,Male,1,2,1,1,485000.0,79.408,2,2,235.0,20%-<30%,35-44
8805,Not Hispanic or Latino,White,Male,1,2,1,1,375000.0,97.0,2,2,87.0,44,25-34
8806,Not Hispanic or Latino,White,Female,1,2,1,1,415000.0,80.0,2,2,118.0,20%-<30%,25-34
8807,Ethnicity Not Available,Race Not Available,Male,1,2,2,32,625000.0,75.901,2,2,144.0,45,45-54
8808,Hispanic or Latino,White,Male,1,2,1,1,315000.0,90.0,2,2,85.0,39,25-34
8809,Not Hispanic or Latino,White,Female,1,2,1,1,255000.0,101.413,2,2,70.0,36,25-34
8810,Not Hispanic or Latino,White,Female,1,2,1,31,385000.0,87.727,2,2,137.0,30%-<36%,45-54
8811,Not Hispanic or Latino,White,Male,1,2,1,1,625000.0,80.0,2,2,104.0,40,35-44
8812,Not Hispanic or Latino,White,Male,1,2,1,1,645000.0,80.0,2,2,221.0,41,25-34
8813,Not Hispanic or Latino,White,Female,1,2,1,1,355000.0,80.0,2,2,150.0,<20%,25-34
8814,Hispanic or Latino,Race Not Available,Female,1,2,1,1,405000.0,91.008,2,2,81.0,46,25-34
8815,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,415000.0,75.0,2,2,143.0,38,35-44
8816,Not Hispanic or Latino,White,Male,1,2,1,1,475000.0,80.0,2,2,121.0,20%-<30%,35-44
8817,Ethnicity Not Available,White,Male,1,2,1,1,195000.0,40.0,2,2,104.0,<20%,35-44
8818,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,535000.0,75.0,2,2,89.0,37,>74
8819,Ethnicity Not Available,Race Not Available,Male,1,2,1,1,295000.0,75.0,2,2,224.0,30%-<36%,35-44
8820,Ethnicity Not Available,White,Female,1,2,1,31,405000.0,89.556,2,2,151.0,20%-<30%,35-44
8821,Not Hispanic or Latino,White,Male,1,2,1,1,485000.0,94.971,2,2,126.0,30%-<36%,35-44
8822,Not Hispanic or Latino,White,Male,1,2,1,1,255000.0,80.05,2,2,60.0,30%-<36%,25-34
8823,Joint,Race Not Available,Male,1,2,1,1,285000.0,75.0,2,2,120.0,30%-<36%,35-44
8824,Not Hispanic or Latino,Race Not Available,Male,1,2,3,1,705000.0,90.0,2,2,301.0,20%-<30%,35-44
8825,Not Hispanic or Latino,White,Female,1,2,1,1,375000.0,69.0,2,2,58.0,49,25-34
8826,Not Hispanic or Latino,White,Male,1,2,3,1,585000.0,100.0,2,2,138.0,49,35-44
8827,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,395000.0,58.012,2,2,84.0,42,45-54
8828,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,715000.0,85.0,2,2,145.0,36,35-44
8829,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,675000.0,95.0,2,2,215.0,20%-<30%,45-54
8830,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,685000.0,95.0,2,2,144.0,41,35-44
8831,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,555000.0,97.354,2,2,117.0,41,45-54
8832,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,485000.0,80.0,2,2,157.0,30%-<36%,35-44
8833,Not Hispanic or Latino,Black or African American,Female,1,2,3,1,835000.0,95.915,2,2,148.0,50%-60%,35-44
8834,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,275000.0,97.967,2,2,78.0,36,25-34
8835,Not Hispanic or Latino,Asian,Female,1,2,1,1,395000.0,71.246,2,2,74.0,42,25-34
8836,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,165000.0,26.429,2,2,111.0,20%-<30%,45-54
8837,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,635000.0,98.189,2,2,143.0,45,35-44
8838,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,585000.0,98.189,2,2,178.0,50%-60%,45-54
8839,Not Hispanic or Latino,White,Male,1,2,1,1,585000.0,70.0,2,2,113.0,40,35-44
8840,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,455000.0,95.0,2,2,110.0,43,35-44
8841,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,485000.0,98.189,2,2,160.0,50%-60%,35-44
8842,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,445000.0,95.0,2,2,127.0,37,45-54
8843,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,585000.0,94.994,2,2,165.0,39,35-44
8844,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,515000.0,90.0,2,2,170.0,20%-<30%,45-54
8845,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,715000.0,98.189,2,2,172.0,50%-60%,45-54
8846,Not Hispanic or Latino,Black or African American,Female,3,2,1,1,595000.0,100.0,2,2,200.0,36,25-34
8847,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,565000.0,98.269,2,2,215.0,30%-<36%,35-44
8848,Hispanic or Latino,Black or African American,Female,1,2,1,1,495000.0,85.0,2,2,113.0,42,35-44
8849,Not Hispanic or Latino,White,Male,1,2,3,1,645000.0,100.0,2,2,199.0,20%-<30%,45-54
8850,Ethnicity Not Available,Black or African American,Female,1,2,1,1,575000.0,80.0,2,2,220.0,30%-<36%,55-64
8851,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,565000.0,100.0,2,2,165.0,30%-<36%,25-34
8852,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,595000.0,100.0,2,2,200.0,36,25-34
8853,Not Hispanic or Latino,Black or African American,Male,1,2,3,1,755000.0,99.72,2,2,161.0,47,65-74
8854,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,585000.0,80.0,2,2,150.0,38,25-34
8855,Not Hispanic or Latino,Asian,Male,1,2,1,1,485000.0,80.0,2,2,160.0,30%-<36%,55-64
8856,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,375000.0,,2,2,67.0,,65-74
8857,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,275000.0,,2,2,26.0,,65-74
8858,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,75000.0,16.471,2,2,31.0,30%-<36%,55-64
8859,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,195000.0,58.631,2,2,68.0,37,45-54
8860,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,65000.0,89.999,2,2,99.0,43,35-44
8861,Not Hispanic or Latino,White,Male,1,1,1,1,395000.0,80.0,2,2,225.0,<20%,45-54
8862,Not Hispanic or Latino,White,Male,1,2,1,31,605000.0,,2,2,103.0,,65-74
8863,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,305000.0,,2,2,8.0,,55-64
8864,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,465000.0,,2,2,84.0,,65-74
8865,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,195000.0,,2,2,62.0,,65-74
8866,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,525000.0,,2,2,7.0,,>74
8867,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,305000.0,,2,2,43.0,,>74
8868,Not Hispanic or Latino,White,Male,1,2,1,31,175000.0,,2,2,69.0,,65-74
8869,Ethnicity Not Available,Race Not Available,Female,1,2,1,31,455000.0,,2,2,54.0,,65-74
8870,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,485000.0,,2,2,25.0,,>74
8871,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,265000.0,,2,2,41.0,,>74
8872,Not Hispanic or Latino,White,Male,1,2,1,31,935000.0,,2,2,24.0,,>74
8873,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,325000.0,,2,2,13.0,,65-74
8874,Not Hispanic or Latino,White,Female,1,2,2,31,465000.0,,2,2,23.0,,>74
8875,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,185000.0,,2,2,19.0,,>74
8876,Not Hispanic or Latino,White,Male,1,2,1,1,905000.0,Exempt,1111,1111,72.0,Exempt,25-34
8877,Ethnicity Not Available,Black or African American,Female,3,2,1,2,65000.0,68.503,2,2,108.0,20%-<30%,45-54
8878,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,55000.0,51.485,2,2,30.0,>60%,45-54
8879,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,55000.0,72.833,2,2,106.0,20%-<30%,45-54
8880,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,2,1,4,105000.0,88.82,2,2,69.0,45,35-44
8881,Hispanic or Latino,White,Female,1,2,1,4,105000.0,82.54,2,2,103.0,50%-60%,35-44
8882,Not Hispanic or Latino,Black or African American,Female,1,2,1,4,85000.0,59.551,2,2,138.0,20%-<30%,35-44
8883,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,255000.0,36.873,2,2,52.0,>60%,35-44
8884,Not Hispanic or Latino,Race Not Available,Male,3,2,1,2,45000.0,68.841,2,2,68.0,45,35-44
8885,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,65000.0,64.948,2,2,102.0,20%-<30%,45-54
8886,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,55000.0,40.68,2,2,18.0,>60%,65-74
8887,Ethnicity Not Available,Race Not Available,Female,1,2,1,2,25000.0,68.26,2,2,144.0,20%-<30%,35-44
8888,Not Hispanic or Latino,White,Female,1,2,1,31,195000.0,,2,2,127.0,,35-44
8889,Ethnicity Not Available,Asian,Female,1,2,1,1,285000.0,,2,2,153.0,,35-44
8890,Ethnicity Not Available,Black or African American,Female,3,2,1,32,185000.0,,2,2,108.0,,45-54
8891,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,55000.0,,2,2,96.0,,45-54
8892,Not Hispanic or Latino,White,Male,1,2,1,31,405000.0,74.404,2,2,130.0,20%-<30%,25-34
8893,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,255000.0,62.963,2,2,48.0,49,45-54
8894,Not Hispanic or Latino,White,Female,3,2,1,32,695000.0,,2,2,119.0,,45-54
8895,Not Hispanic or Latino,White,Female,1,2,1,32,425000.0,70.0,2,2,127.0,20%-<30%,35-44
8896,Not Hispanic or Latino,White,Male,1,2,1,31,655000.0,55.147,2,2,107.0,40,35-44
8897,Ethnicity Not Available,Race Not Available,Male,1,2,1,31,305000.0,78.948,2,2,95.0,20%-<30%,25-34
8898,Ethnicity Not Available,Race Not Available,Female,1,2,1,31,805000.0,75.661,2,2,158.0,36,65-74
8899,Not Hispanic or Latino,White,Male,1,2,1,31,695000.0,41.318,2,2,280.0,20%-<30%,55-64
8900,Not Hispanic or Latino,White,Male,1,2,1,31,1045000.0,80.0,2,2,394.0,30%-<36%,55-64
8901,Ethnicity Not Available,Race Not Available,Male,1,2,1,1,65000.0,71.5,2,2,130.0,47,55-64
8902,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,315000.0,58.5,2,2,5.0,>60%,55-64
8903,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,715000.0,86.5,2,2,,<20%,45-54
8904,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,485000.0,,2,2,79.0,45,45-54
8905,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,215000.0,66.5,2,2,11.0,>60%,65-74
8906,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,255000.0,,2,2,-7.0,<20%,65-74
8907,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,245000.0,61.5,2,2,-6.0,<20%,65-74
8908,Not Hispanic or Latino,Black or African American,Male,1,2,3,1,325000.0,100.0,2,2,106.0,20%-<30%,55-64
8909,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,345000.0,62.963,2,2,145.0,43,65-74
8910,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,395000.0,95.0,2,2,95.0,41,35-44
8911,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,455000.0,70.313,2,2,110.0,50%-60%,45-54
8912,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,365000.0,96.5,2,2,94.0,43,45-54
8913,Not Hispanic or Latino,White,Male,1,2,1,32,255000.0,75.0,2,2,142.0,45,35-44
8914,Not Hispanic or Latino,Black or African American,Male,3,2,1,1,1005000.0,80.0,2,2,242.0,50%-60%,35-44
8915,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,335000.0,90.0,2,2,222.0,20%-<30%,45-54
8916,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,205000.0,68.966,2,2,1393.0,<20%,>74
8917,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,205000.0,57.143,2,2,1379.0,<20%,>74
8918,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,205000.0,53.333,2,2,1417.0,<20%,>74
8919,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,395000.0,54.583,2,2,108.0,20%-<30%,55-64
8920,Not Hispanic or Latino,White,Male,1,2,1,31,1185000.0,75.0,2,2,709.0,37,35-44
8921,Not Hispanic or Latino,Asian,Male,1,2,1,31,955000.0,79.333,1,2,,,45-54
8922,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,1725000.0,75.0,2,2,,,25-34
8923,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,415000.0,70.0,2,2,633.0,<20%,55-64
8924,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,205000.0,25.0,2,2,,,65-74
8925,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,525000.0,65.0,1,2,,,55-64
8926,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,485000.0,28.529,2,2,0.0,>60%,>74
8927,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,195000.0,20.888,2,2,100.0,37,55-64
8928,Not Hispanic or Latino,Race Not Available,Female,3,2,1,2,125000.0,48.0,2,2,0.0,>60%,55-64
8929,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,215000.0,64.615,2,2,36.0,>60%,55-64
8930,Not Hispanic or Latino,Asian,Female,1,2,1,2,255000.0,13.0,1,1,305.0,,65-74
8931,Not Hispanic or Latino,White,Female,1,2,1,1,1385000.0,80.0,2,2,320.0,46,45-54
8932,Not Hispanic or Latino,White,Male,1,2,1,32,405000.0,51.41,2,2,191.0,30%-<36%,55-64
8933,Not Hispanic or Latino,White,Female,1,2,1,31,1485000.0,49.53,2,2,564.0,20%-<30%,55-64
8934,Not Hispanic or Latino,White,Male,1,2,1,1,725000.0,64.0,2,2,88.0,>60%,25-34
8935,Not Hispanic or Latino,White,Male,1,2,1,4,305000.0,79.69,1,2,187.0,36,45-54
8936,Not Hispanic or Latino,White,Male,1,2,1,32,425000.0,70.0,1,2,200.0,39,25-34
8937,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,765000.0,80.0,2,2,4326.0,<20%,25-34
8938,Not Hispanic or Latino,White,Female,1,2,1,1,435000.0,75.0,2,2,750.0,<20%,35-44
8939,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,205000.0,75.0,2,2,112.0,42,55-64
8940,Not Hispanic or Latino,White,Female,1,2,1,1,345000.0,80.0,2,2,84.0,30%-<36%,35-44
8941,Not Hispanic or Latino,White,Female,1,2,1,1,345000.0,97.0,2,2,127.0,36,35-44
8942,Not Hispanic or Latino,White,Female,1,2,1,1,315000.0,97.0,2,2,82.0,46,25-34
8943,Not Hispanic or Latino,White,Male,1,2,1,1,305000.0,90.0,2,2,86.0,30%-<36%,25-34
8944,Not Hispanic or Latino,White,Female,1,2,1,1,425000.0,79.996,2,2,145.0,30%-<36%,25-34
8945,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,375000.0,64.435,2,2,162.0,40,35-44
8946,Not Hispanic or Latino,White,Male,1,2,1,1,485000.0,96.87,2,2,193.0,20%-<30%,25-34
8947,Not Hispanic or Latino,White,Female,1,2,1,1,435000.0,96.14,2,2,125.0,20%-<30%,35-44
8948,Not Hispanic or Latino,White,Male,1,2,1,1,375000.0,96.254,2,2,140.0,20%-<30%,45-54
8949,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,495000.0,84.508,2,2,67.0,50%-60%,>74
8950,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,485000.0,39.583,2,2,109.0,42,45-54
8951,Not Hispanic or Latino,Black or African American,Female,3,2,3,32,255000.0,69.444,2,2,28.0,>60%,35-44
8952,Not Hispanic or Latino,Black or African American,Female,3,2,3,32,355000.0,100.0,2,2,61.0,40,>74
8953,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,155000.0,37.5,2,2,35.0,40,55-64
8954,Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,1,2,3,32,685000.0,97.305,2,2,149.0,40,45-54
8955,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,225000.0,46.392,2,2,31.0,50%-60%,65-74
8956,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,555000.0,100.0,2,2,148.0,48,45-54
8957,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,215000.0,81.154,2,2,95.0,<20%,65-74
8958,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,175000.0,28.333,2,2,49.0,30%-<36%,65-74
8959,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,875000.0,85.0,2,2,56.0,>60%,>74
8960,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,465000.0,94.0,2,2,100.0,42,55-64
8961,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,455000.0,64.286,2,2,46.0,>60%,65-74
8962,Not Hispanic or Latino,White,Female,3,2,2,32,355000.0,35.714,2,2,22.0,>60%,>74
8963,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,425000.0,77.7,2,2,61.0,50%-60%,65-74
8964,Not Hispanic or Latino,Black or African American,Male,3,2,2,4,85000.0,21.622,2,2,36.0,20%-<30%,65-74
8965,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,465000.0,47.0,2,2,56.0,>60%,>74
